DOI,Title,Publication Name,Cover Date
doi:10.1016/j.cattod.2011.07.028,Unique effect of surface area of support on propene combustion over Pd/ceria ,Catalysis Today,2012/5/20
doi:10.1016/j.jhazmat.2013.06.013,"NO adsorption behaviors of the MnO
                  x
                catalysts in lean-burn atmospheres ",Journal of Hazardous Materials,2013/9/15
doi:10.1016/j.apcatb.2017.07.032,Palladium-exchanged small-pore zeolites with different cage systems as methane combustion catalysts ,Applied Catalysis B: Environmental,2017/12/15
doi:10.1016/j.jcat.2016.05.022,The role of pore diffusion in determining NH3 SCR active sites over Cu/SAPO-34 catalysts ,Journal of Catalysis,2016/9/30
doi:10.1016/j.jhazmat.2012.08.026,Oxidation of ammonia to nitrogen over Pt/Fe/ZSM5 catalyst: Influence of catalyst support on the low temperature activity ,Journal of Hazardous Materials,2012/10/30
doi:10.1016/j.applthermaleng.2016.09.134,An experimental and numerical study on effects of exhaust gas temperature and flow rate on deposit formation in Urea-Selective Catalytic Reduction (SCR) system of modern automobiles ,Applied Thermal Engineering,2017/1/25
doi:10.1016/j.jece.2020.103943,"Gallium oxide impregnated on porous clay heterostructures material for selective catalytic reduction of nitrogen oxide with C3H6
             ",Journal of Environmental Chemical Engineering,2020/8/31
doi:10.1016/S0021-9517(03)00121-0,"Catalytic reduction of N2O by C2H4 over Fe-ZSM-5: formation and nature of carbonaceous deposits and influence of the addition of O2
             ",Journal of Catalysis,2003/8/15
doi:10.1016/j.apsusc.2015.09.043,"Mesoporous silica nanoparticle supported PdIr bimetal catalyst for selective hydrogenation, and the significant promotional effect of Ir ",Applied Surface Science,2015/12/1
doi:10.1016/j.apcatb.2005.10.042,"A combination of Ag/alumina and Ag modified ZSM-5 to remove NO
                  x
                and CO during lean conditions ",Applied Catalysis B: Environmental,2007/1/31
doi:10.1016/j.catcom.2012.06.022,"Effect of Sn on MnO
                  x
               –CeO2 catalyst for SCR of NO
                  x
                by ammonia: Enhancement of activity and remarkable resistance to SO2
             ",Catalysis Communications,2012/10/5
doi:10.1016/j.micromeso.2020.110736,Solvent-free synthesis of aluminosilicate SSZ-39 zeolite ,Microporous and Mesoporous Materials,2021/1/31
doi:10.1016/S1872-2067(15)60881-6,"Potassium poisoning of titania supported deNO
                  x
                catalysts: Preservation of vanadia and sacrifice of tungsten oxide ",Chinese Journal of Catalysis,2015/8/31
doi:10.1016/j.mineng.2019.106135,"Complex Rare-earth oxides leached from the rare-earth concentrate to prepare the catalyst for selective catalytic reduction of NO with NH3
             ",Minerals Engineering,2020/1/15
doi:10.1016/j.apcatb.2005.04.006,Diesel soot oxidation over supported vanadium oxide and K-promoted vanadium oxide catalysts ,Applied Catalysis B: Environmental,2005/10/27
doi:10.1016/j.jcat.2010.04.021,Promotional role of H2O in the selective catalytic reduction of NO with CO over Ir/WO3/SiO2 catalyst ,Journal of Catalysis,2010/7/7
doi:10.1016/j.jes.2019.02.008,Deactivation of Cu-SAPO-34 by urea-related deposits at low temperatures and the regeneration ,Journal of Environmental Sciences,2019/7/31
doi:10.1016/j.catcom.2015.01.028,Enhanced activity of MnxW0.05Ti0.95−xO2−δ for selective catalytic reduction of NOx with ammonia by self-propagating high-temperature synthesis ,Catalysis Communications,2015/4/5
doi:10.1016/S1566-7367(02)00120-6,Effect of water on the performance of silica-pillared layered niobate-supported copper oxide catalyst for NO reduction by CO ,Catalysis Communications,2002/7/31
doi:10.1016/j.catcom.2008.04.008,"Eley-Rideal mode of formamide species formation in selective catalytic reduction of NO
                  x
                by C2H2 over ferrierite based catalysts ",Catalysis Communications,2008/6/30
doi:10.1016/j.catcom.2006.01.025,Sulphate-promotion and structure-sensitivity in hydrocarbon combustion over Rh/Al2O3 catalysts ,Catalysis Communications,2006/8/31
doi:10.1016/j.apcata.2008.04.011,"Iron-exchanged FAU zeolites: Preparation, characterization and catalytic properties for N2O decomposition ",Applied Catalysis A: General,2008/7/15
doi:10.1016/j.cej.2019.122091,"Porous clay heterostructures (PCHs) modified with copper ferrite spinel as catalyst for SCR of NO with C3H6
             ",Chemical Engineering Journal,2019/11/1
doi:10.1016/j.jece.2022.107462,Indium modified MnOx for high-efficient NH3-SCR De-NOx: Promotional role of indium and its catalytic performance ,Journal of Environmental Chemical Engineering,2022/6/30
doi:10.1016/j.apsusc.2019.144641,Enhancement of the NH3-SCR property of Ce-Zr-Ti by surface and structure modification with P ,Applied Surface Science,2020/3/1
doi:10.1016/j.envc.2022.100652,The effect of dual dielectric barrier discharge non-thermal plasma on the emission characteristics of diesel engine ,Environmental Challenges,2022/12/31
doi:10.1016/j.apcatb.2004.03.020,NO reduction with ammonia employing Co/Pt supported on a mesoporous silica containing zirconium as a low temperature selective reduction catalyst ,Applied Catalysis B: Environmental,2004/10/8
doi:10.1016/j.apcata.2011.08.033,"AgNaMordenite catalysts for hydrocarbon adsorption and deNO
                  x
                processes ",Applied Catalysis A: General,2011/11/4
doi:10.1016/j.jhazmat.2008.06.013,"Low-temperature selective catalytic reduction of NO on MnO
                  x
               /TiO2 prepared by different methods ",Journal of Hazardous Materials,2009/3/15
doi:10.1016/j.mcat.2018.11.002,"Promotion of surface acidity and surface species of doped Fe and SO4
               2- over CeO2 catalytic for NH3-SCR reaction ",Molecular Catalysis,2019/2/28
doi:10.1016/j.jhazmat.2009.07.039,The characterization and activity of F-doped vanadia/titania for the selective catalytic reduction of NO with NH3 at low temperatures ,Journal of Hazardous Materials,2009/12/30
doi:10.1016/j.apcata.2021.118438,ZSM-5 core–shell structured catalyst for enhancing low-temperature NH3-SCR efficiency and poisoning resistance ,Applied Catalysis A: General,2022/1/25
doi:10.1016/j.apcatb.2020.119374,Unraveling the origin of extraordinary lean NOx reduction by CO over Ir-Ru bimetallic catalyst at low temperature ,Applied Catalysis B: Environmental,2021/1/31
doi:10.1016/j.apcata.2022.118909,Enhancing Pt anti-sintering and oxidation-resistance by bifunctional silica overcoating for the long-term NO oxidation stability ,Applied Catalysis A: General,2022/10/25
doi:10.1016/j.cattod.2017.05.060,"The promotion effect of Fe to Cu-SAPO-34 for selective catalytic reduction of NOx with NH3
             ",Catalysis Today,2017/11/15
doi:10.1016/j.apcatb.2014.05.048,"DME, propane and CO: The oxidation, steam reforming and WGS over Pt/Al2O3. The effect of aging and presence of water ",Applied Catalysis B: Environmental,2014/11/30
doi:10.1016/j.apsusc.2017.06.144,Effect of preparation procedures on catalytic activity and selectivity of copper-based mixed oxides in selective catalytic oxidation of ammonia into nitrogen and water vapour ,Applied Surface Science,2017/11/30
doi:10.1016/j.jes.2014.10.026,Promoting effect of vanadium on catalytic activity of Pt/Ce–Zr–O diesel oxidation catalysts ,Journal of Environmental Sciences,2015/7/1
doi:10.1016/j.apcatb.2012.06.010,Mn–Fe/ZSM5 as a low-temperature SCR catalyst to remove NOx from diesel engine exhaust ,Applied Catalysis B: Environmental,2012/9/25
doi:10.1016/j.cej.2010.09.057,"Experimental and modeling study of selective catalytic reduction of NO
                  x
                with NH3 over wire mesh honeycomb catalysts ",Chemical Engineering Journal,2010/12/15
doi:10.1016/j.apcatb.2011.01.044,"Influence of sulfation on iron titanate catalyst for the selective catalytic reduction of NO
                  x
                with NH3
             ",Applied Catalysis B: Environmental,2011/4/5
doi:10.1016/j.jcat.2005.02.022,Mechanistic study of the influence of surface acidity on lean NO2 reduction by propane in HZSM-5 ,Journal of Catalysis,2005/5/15
doi:10.1016/j.apcatb.2015.11.006,"Metal-loaded ZSM5 zeolites for catalytic purification of dioxin/furans and NO
                  x
                containing exhaust gases from MWI plants: Effect of different metal cations ",Applied Catalysis B: Environmental,2016/5/5
doi:10.1016/j.jhazmat.2019.121705,Elimination of chloroaromatic congeners on a commercial V2O5-WO3/TiO2 catalyst: The effect of heavy metal Pb ,Journal of Hazardous Materials,2020/4/5
doi:10.1016/S1381-1169(02)00330-8,"Activity and characterization of bimetallic ZSM-5 for the selective catalytic reduction of NO
                  x
               
             ",Journal of Molecular Catalysis A: Chemical,2002/10/24
doi:10.1016/j.mcat.2017.10.032,"A close-up to the promoting effect of tungsten in Ce/TiO2 catalysts for the selective catalytic reduction of NO with NH3
             ",Molecular Catalysis,2018/5/31
doi:10.1016/j.apcatb.2021.120163,"Cost-effective fast-synthesis of chabazite zeolites for the reduction of NOx
             ",Applied Catalysis B: Environmental,2021/9/5
doi:10.1016/j.cattod.2020.05.040,Selective catalytic reduction of NOx with NH3 over a novel Co-Ce-Ti catalyst ,Catalysis Today,2021/9/15
doi:10.1016/j.jclepro.2021.127310,Smart control strategy for effective hydrocarbon and carbon monoxide emission reduction on a conventional diesel engine using the pooled impact of pre-and post-combustion techniques ,Journal of Cleaner Production,2021/7/15
doi:10.1016/j.jcat.2020.05.040,Features of Nb2O5 as a metal oxide support of Pt and Pd catalysts for selective catalytic oxidation of NH3 with high N2 selectivity ,Journal of Catalysis,2020/9/30
doi:10.1016/j.rser.2015.07.027,"Development and experimental investigation of a biodiesel from a nonedible woody plant: The Neem
             ",Renewable and Sustainable Energy Reviews,2015/12/31
doi:10.1016/j.seppur.2007.07.015,Selective catalytic oxidation of ammonia from MAP decomposition ,Separation and Purification Technology,2007/12/1
doi:10.1016/j.apcatb.2006.12.009,NO SCR with propane and propene on Co-based alumina catalysts prepared by co-precipitation ,Applied Catalysis B: Environmental,2007/5/11
doi:10.1016/j.cej.2021.130637,Hydrothermally stable Pd/SiO2@Zr Core@Shell catalysts for diesel oxidation applications ,Chemical Engineering Journal,2021/12/1
doi:10.1016/j.cattod.2017.05.035,Water–gas-shift assisted ammonia formation over Pd/Ce/alumina ,Catalysis Today,2018/6/1
doi:10.1016/j.catcom.2011.10.008,Selective catalytic reduction of NO with NH3 over CuOX-carbonaceous materials ,Catalysis Communications,2012/1/5
doi:10.1016/j.molcata.2009.02.022,"Manganese containing MCM-41: Synthesis, characterization and catalytic activity in the oxidation of ethylbenzene ",Journal of Molecular Catalysis A: Chemical,2009/7/1
doi:10.1016/j.materresbull.2018.04.009,Effect of Ce doping on the resistance of Na over V2O5-WO3/TiO2 SCR catalysts ,Materials Research Bulletin,2018/8/31
doi:10.1016/j.catcom.2011.03.005,Enhanced catalytic activity for selective catalytic reduction of NO over titanium nanotube-confined CeO2 catalyst ,Catalysis Communications,2011/6/10
doi:10.1016/j.seppur.2022.121934,Iron removal and titanium dioxide support recovery from spent V2O5-WO3/TiO2 catalyst ,Separation and Purification Technology,2022/11/15
doi:10.1016/j.cattod.2005.07.080,SCR of NO by CH4 on Pt/ZrO2–TiO2 sol–gel catalysts ,Catalysis Today,2005/10/30
doi:10.1016/j.cej.2022.134770,"Superior catalytic performance within H2O-vapor of W-modified CoMn2O4/TiO2 catalyst for selective catalytic reduction of NOx with NH3
             ",Chemical Engineering Journal,2022/4/15
doi:10.1016/S1872-2067(14)60197-2,Influence of support properties on H2 selective catalytic reduction activities and N2 selectivities of Pt catalysts ,Chinese Journal of Catalysis,2015/2/28
doi:10.1016/j.catcom.2014.09.033,"Durability of Cu/SAPO-34 catalyst for NO
                  x
                reduction by ammonia: Potassium and sulfur poisoning ",Catalysis Communications,2015/1/10
doi:10.1016/j.apcatb.2018.08.011,Temperature-programmed plasma surface reaction: An approach to determine plasma-catalytic performance ,Applied Catalysis B: Environmental,2018/12/30
doi:10.1016/j.cej.2012.04.012,Manganese oxides supported on multi-walled carbon nanotubes for selective catalytic reduction of NO with NH3: Catalytic activity and characterization ,Chemical Engineering Journal,2012/6/1
doi:10.1016/S0926-3373(01)00261-2,"Effect of addition of Zn on the catalytic activity of a Co/HZSM-5 catalyst for the SCR of NO
                  x
                with CH4
             ",Applied Catalysis B: Environmental,2002/1/25
doi:10.1016/j.catcom.2016.11.028,Activation of fast selective catalytic reduction of NO by NH3 at low temperature over TiO2 modified CuOX-CeOX composites ,Catalysis Communications,2017/3/5
doi:10.1016/j.cej.2011.11.083,"Effect of ignition temperature for combustion synthesis on the selective catalytic reduction of NO
                  x
                with NH3 over Ti0.9Ce0.05V0.05O2−δ
                nanocomposites catalysts prepared by solution combustion route ",Chemical Engineering Journal,2012/2/1
doi:10.1016/S0926-3373(03)00242-X,"Novel Pd promoted Ag/Al2O3 catalyst for the selective reduction of NO
                  x
               
             ",Applied Catalysis B: Environmental,2003/11/10
doi:10.1016/j.ultsonch.2021.105466,Enhancement of catalytic activity in NH3-SCR reaction by promoting dispersibility of CuCe/TiO2-ZrO2 with ultrasonic treatment ,Ultrasonics Sonochemistry,2021/4/30
doi:10.1016/j.micromeso.2018.09.015,Influence of iron aggregation on the catalytic performance of desilicated MFI in the DeNOx process ,Microporous and Mesoporous Materials,2020/9/30
doi:10.1016/j.apcatb.2008.06.022,"Activity, stability and characterization of NO oxidation catalyst Co/K
                  x
               Ti2O5
             ",Applied Catalysis B: Environmental,2008/12/17
doi:10.1016/j.cej.2019.123080,"Potassium deactivation of Cu-SSZ-13 catalyst for NH3-SCR: Evolution of salts, zeolite and copper species ",Chemical Engineering Journal,2020/3/1
